complaints_id,month,,region_name,circle_name,division_name,Estimated_Time_of_Restoration,season
11860822,,,,,,26,Summer
11402448,,,,,,26,Summer
11301515,,,,,,26,Summer
11688410,,,,,,26,Summer
11755281,,,,,,26,Summer
11834536,,,,,,26,Summer
11600195,,,,,,26,Summer
11283076,,,,,,26,Summer
11328483,,,,,,26,Summer
11347753,,,,,,26,Summer
11622840,,,,,,26,Summer
11542202,,,,,,26,Summer
11999966,,,,,,26,Summer
11404142,,,,,,26,Summer
12136847,,,,,,26,Summer
11568289,,,,,,26,Summer
11425004,,,,,,26,Summer
12085537,,,,,,26,Summer
12136411,,,,,,26,Summer
11796530,,,,,,26,Summer
12060374,,,,,,26,Summer
11749947,,,,,,26,Summer
11759477,,,,,,26,Summer
12029314,,,,,,26,Summer
12045037,,,,,,26,Summer
11810963,,,,,,26,Summer
11942362,,,,,,26,Summer
11435122,,,,,,26,Summer
11733765,,,,,,26,Summer
11885315,,,,,,26,Summer
11501095,,,,,,26,Summer
11557204,,,,,,26,Summer
11287587,,,,,,26,Summer
11454911,,,,,,26,Summer
11719060,,,,,,26,Summer
11518285,,,,,,26,Summer
11704611,,,,,,26,Summer
12074890,,,,,,26,Summer
11440362,,,,,,26,Summer
12120111,,,,,,26,Summer
11487069,,,,,,26,Summer
12032191,,,,,,26,Summer
11307771,,,,,,26,Summer
11556158,,,,,,26,Summer
11795939,,,,,,26,Summer
12088002,,,,,,26,Summer
11941417,,,,,,26,Summer
11613767,,,,,,26,Summer
11477964,,,,,,26,Summer
11599686,,,,,,26,Summer
12135453,,,,,,26,Summer
11867190,,,,,,26,Summer
11785230,,,,,,26,Summer
11998275,,,,,,26,Summer
11926210,,,,,,26,Summer
11842410,,,,,,26,Summer
11910046,,,,,,26,Summer
12116471,,,,,,26,Summer
11616911,,,,,,26,Summer
11306460,,,,,,26,Summer
12008097,,,,,,26,Summer
11753477,,,,,,26,Summer
11322287,,,,,,26,Summer
11441529,,,,,,26,Summer
11594350,,,,,,26,Summer
11655051,,,,,,26,Summer
12116547,,,,,,26,Summer
11769368,,,,,,26,Summer
11585426,,,,,,26,Summer
11447380,,,,,,26,Summer
11463781,,,,,,26,Summer
11791766,,,,,,26,Summer
12129109,,,,,,26,Summer
12076472,,,,,,26,Summer
11390298,,,,,,26,Summer
12009498,,,,,,26,Summer
11830612,,,,,,26,Summer
11523751,,,,,,26,Summer
11875154,,,,,,26,Summer
11501448,,,,,,26,Summer
11575745,,,,,,26,Summer
11828256,,,,,,26,Summer
11865849,,,,,,26,Summer
11626941,,,,,,26,Summer
11886357,,,,,,26,Summer
11780283,,,,,,26,Summer
11287471,,,,,,26,Summer
11884837,,,,,,26,Summer
12128674,,,,,,26,Summer
11911681,,,,,,26,Summer
11924340,,,,,,26,Summer
12132506,,,,,,26,Summer
11485157,,,,,,26,Summer
12115528,,,,,,26,Summer
11317960,,,,,,26,Summer
11942526,,,,,,26,Summer
11675007,,,,,,26,Summer
11403439,,,,,,26,Summer
12107061,,,,,,26,Summer
11891095,,,,,,26,Summer
11675295,,,,,,26,Summer
11456616,,,,,,26,Summer
11355761,,,,,,26,Summer
11934407,,,,,,26,Summer
11552841,,,,,,26,Summer
11486977,,,,,,26,Summer
11395863,,,,,,26,Summer
11858783,,,,,,26,Summer
11638383,,,,,,26,Summer
11474413,,,,,,26,Summer
11857975,,,,,,26,Summer
11606171,,,,,,26,Summer
12101137,,,,,,26,Summer
11993405,,,,,,26,Summer
12020342,,,,,,26,Summer
11943949,,,,,,26,Summer
12073536,,,,,,26,Summer
11639973,,,,,,26,Summer
11954636,,,,,,26,Summer
11913422,,,,,,26,Summer
11992678,,,,,,26,Summer
11764486,,,,,,26,Summer
11680344,,,,,,26,Summer
11550856,,,,,,26,Summer
11422952,,,,,,26,Summer
11923003,,,,,,26,Summer
11618639,,,,,,26,Summer
11984229,,,,,,26,Summer
11621430,,,,,,26,Summer
11837891,,,,,,26,Summer
11736360,,,,,,26,Summer
11351401,,,,,,26,Summer
11786226,,,,,,26,Summer
11297035,,,,,,26,Summer
11981757,,,,,,26,Summer
12102529,,,,,,26,Summer
11478668,,,,,,26,Summer
11808901,,,,,,26,Summer
12082089,,,,,,26,Summer
11379796,,,,,,26,Summer
11645510,,,,,,26,Summer
11825105,,,,,,26,Summer
11319088,,,,,,26,Summer
11824977,,,,,,26,Summer
11440907,,,,,,26,Summer
12021143,,,,,,26,Summer
11975436,,,,,,26,Summer
11745925,,,,,,26,Summer
12020770,,,,,,26,Summer
11903326,,,,,,26,Summer
11907033,,,,,,26,Summer
11451675,,,,,,26,Summer
11440878,,,,,,26,Summer
11335795,,,,,,26,Summer
11858705,,,,,,26,Summer
11312564,,,,,,26,Summer
11493759,,,,,,26,Summer
11296706,,,,,,26,Summer
11546335,,,,,,26,Summer
11858419,,,,,,26,Summer
11422434,,,,,,26,Summer
11788900,,,,,,26,Summer
11619445,,,,,,26,Summer
11698186,,,,,,26,Summer
11646740,,,,,,26,Summer
11986489,,,,,,26,Summer
11381577,,,,,,26,Summer
11643244,,,,,,26,Summer
11798794,,,,,,26,Summer
11850328,,,,,,26,Summer
12038368,,,,,,26,Summer
11433684,,,,,,26,Summer
12099272,,,,,,26,Summer
11395093,,,,,,26,Summer
11607252,,,,,,26,Summer
12141181,,,,,,26,Summer
11645867,,,,,,26,Summer
11648454,,,,,,26,Summer
11598241,,,,,,26,Summer
11648358,,,,,,26,Summer
11598212,,,,,,26,Summer
11354386,,,,,,26,Summer
11346931,,,,,,26,Summer
11410113,,,,,,26,Summer
11473999,,,,,,26,Summer
11783377,,,,,,26,Summer
12140672,,,,,,26,Summer
11991360,,,,,,26,Summer
11872563,,,,,,26,Summer
11595900,,,,,,26,Summer
11338370,,,,,,26,Summer
12143945,,,,,,26,Summer
11947289,,,,,,26,Summer
11985439,,,,,,26,Summer
11387257,,,,,,26,Summer
11876813,,,,,,26,Summer
12019699,,,,,,26,Summer
12021745,,,,,,26,Summer
11473804,,,,,,26,Summer
11708036,,,,,,26,Summer
11324445,,,,,,26,Summer
11785786,,,,,,26,Summer
11958789,,,,,,26,Summer
11314362,,,,,,26,Summer
11382870,,,,,,26,Summer
11965316,,,,,,26,Summer
11929138,,,,,,26,Summer
11313348,,,,,,26,Summer
11708595,,,,,,26,Summer
11446358,,,,,,26,Summer
11775178,,,,,,26,Summer
11604717,,,,,,26,Summer
11588319,,,,,,26,Summer
11978887,,,,,,26,Summer
11786026,,,,,,26,Summer
11635739,,,,,,26,Summer
11978162,,,,,,26,Summer
11766884,,,,,,26,Summer
11963752,,,,,,26,Summer
12104916,,,,,,26,Summer
11707936,,,,,,26,Summer
11864201,,,,,,26,Summer
11552251,,,,,,26,Summer
11622431,,,,,,26,Summer
11898924,,,,,,26,Summer
11964742,,,,,,26,Summer
11380904,,,,,,26,Summer
11382741,,,,,,26,Summer
11386428,,,,,,26,Summer
11707864,,,,,,26,Summer
11490538,,,,,,26,Summer
11348540,,,,,,26,Summer
12064304,,,,,,26,Summer
12137898,,,,,,26,Summer
11301627,,,,,,26,Summer
11668952,,,,,,26,Summer
11353016,,,,,,26,Summer
11406152,,,,,,26,Summer
11558556,,,,,,26,Summer
11605055,,,,,,26,Summer
11862416,,,,,,26,Summer
11538902,,,,,,26,Summer
11596560,,,,,,26,Summer
11388382,,,,,,26,Summer
11799442,,,,,,26,Summer
11981164,,,,,,26,Summer
11880548,,,,,,26,Summer
11480986,,,,,,26,Summer
11634941,,,,,,26,Summer
11763335,,,,,,26,Summer
11510218,,,,,,26,Summer
11786035,,,,,,26,Summer
11846305,,,,,,26,Summer
11415188,,,,,,27,Summer
11679461,,,,,,27,Summer
11274698,,,,,,27,Summer
12116893,,,,,,27,Summer
11433700,,,,,,27,Summer
11446267,,,,,,27,Summer
11300368,,,,,,27,Summer
11896416,,,,,,27,Summer
12048655,,,,,,27,Summer
11307342,,,,,,27,Summer
11478471,,,,,,27,Summer
11331933,,,,,,27,Summer
12023180,,,,,,27,Summer
11645205,,,,,,27,Summer
11300791,,,,,,27,Summer
11671213,,,,,,27,Summer
11345637,,,,,,27,Summer
11646088,,,,,,27,Summer
11415164,,,,,,27,Summer
11743200,,,,,,27,Summer
12116476,,,,,,27,Summer
12143216,,,,,,27,Summer
11968890,,,,,,27,Summer
11320762,,,,,,27,Summer
11818902,,,,,,27,Summer
12116430,,,,,,27,Summer
11428112,,,,,,27,Summer
11353585,,,,,,27,Summer
11559955,,,,,,27,Summer
11402439,,,,,,27,Summer
11312894,,,,,,27,Summer
11583711,,,,,,27,Summer
11490161,,,,,,27,Summer
11609446,,,,,,27,Summer
11307035,,,,,,27,Summer
11960813,,,,,,27,Summer
11780421,,,,,,27,Summer
11576186,,,,,,27,Summer
12021183,,,,,,27,Summer
11535200,,,,,,27,Summer
11402732,,,,,,27,Summer
11345742,,,,,,27,Summer
11960491,,,,,,27,Summer
11841872,,,,,,27,Summer
12075738,,,,,,27,Summer
12046382,,,,,,27,Summer
11920268,,,,,,27,Summer
11742182,,,,,,27,Summer
11893618,,,,,,27,Summer
11548726,,,,,,27,Summer
11456677,,,,,,27,Summer
11355942,,,,,,27,Summer
11960145,,,,,,27,Summer
11659865,,,,,,27,Summer
11690878,,,,,,27,Summer
11539885,,,,,,27,Summer
11742631,,,,,,27,Summer
12030371,,,,,,27,Summer
11720327,,,,,,27,Summer
11741049,,,,,,27,Summer
11821193,,,,,,27,Summer
11970983,,,,,,27,Summer
12156105,,,,,,27,Summer
11435110,,,,,,27,Summer
11831555,,,,,,27,Summer
12047054,,,,,,27,Summer
12145654,,,,,,27,Summer
11661124,,,,,,27,Summer
11820588,,,,,,27,Summer
12096306,,,,,,27,Summer
11317082,,,,,,27,Summer
11905226,,,,,,27,Summer
12020332,,,,,,27,Summer
11905464,,,,,,27,Summer
11905581,,,,,,27,Summer
11713002,,,,,,27,Summer
11958372,,,,,,27,Summer
11780347,,,,,,27,Summer
11461043,,,,,,27,Summer
11741837,,,,,,27,Summer
11820784,,,,,,27,Summer
11971998,,,,,,27,Summer
11537578,,,,,,27,Summer
11811687,,,,,,27,Summer
12136097,,,,,,27,Summer
11862043,,,,,,27,Summer
11446074,,,,,,27,Summer
11785366,,,,,,27,Summer
11463087,,,,,,27,Summer
11709312,,,,,,27,Summer
11650582,,,,,,27,Summer
11962809,,,,,,27,Summer
11751048,,,,,,27,Summer
11899985,,,,,,27,Summer
11880769,,,,,,27,Summer
11897737,,,,,,27,Summer
11790160,,,,,,27,Summer
11718398,,,,,,27,Summer
11383579,,,,,,27,Summer
11405098,,,,,,27,Summer
12052047,,,,,,27,Summer
11879928,,,,,,27,Summer
11637276,,,,,,27,Summer
11439422,,,,,,27,Summer
11816276,,,,,,27,Summer
11675284,,,,,,27,Summer
12102645,,,,,,27,Summer
11705222,,,,,,27,Summer
11901712,,,,,,27,Summer
12090782,,,,,,27,Summer
11684083,,,,,,27,Summer
11732157,,,,,,27,Summer
11585737,,,,,,27,Summer
12014761,,,,,,27,Summer
11897443,,,,,,27,Summer
11785443,,,,,,27,Summer
11492248,,,,,,27,Summer
12150672,,,,,,27,Summer
11338375,,,,,,27,Summer
12150824,,,,,,27,Summer
11869984,,,,,,27,Summer
11455588,,,,,,27,Summer
12057471,,,,,,27,Summer
11423592,,,,,,27,Summer
12149818,,,,,,27,Summer
11653393,,,,,,27,Summer
11733490,,,,,,27,Summer
11558722,,,,,,27,Summer
11717649,,,,,,27,Summer
11301442,,,,,,27,Summer
11290853,,,,,,27,Summer
12027284,,,,,,27,Summer
11449227,,,,,,27,Summer
11455385,,,,,,27,Summer
11775324,,,,,,27,Summer
11869428,,,,,,27,Summer
11503064,,,,,,27,Summer
12138107,,,,,,27,Summer
11371995,,,,,,27,Summer
11869348,,,,,,27,Summer
11611807,,,,,,27,Summer
11311760,,,,,,27,Summer
11796959,,,,,,27,Summer
11411058,,,,,,27,Summer
11277315,,,,,,27,Summer
12106331,,,,,,27,Summer
11372187,,,,,,27,Summer
11518218,,,,,,27,Summer
11654459,,,,,,27,Summer
12153650,,,,,,27,Summer
11395191,,,,,,27,Summer
11873958,,,,,,27,Summer
11812677,,,,,,27,Summer
12070077,,,,,,27,Summer
11422223,,,,,,27,Summer
11279418,,,,,,27,Summer
12007076,,,,,,27,Summer
12134735,,,,,,27,Summer
11559334,,,,,,27,Summer
11513573,,,,,,27,Summer
11786969,,,,,,27,Summer
11656425,,,,,,27,Summer
12097823,,,,,,27,Summer
11343743,,,,,,27,Summer
11656475,,,,,,27,Summer
11444634,,,,,,27,Summer
11805541,,,,,,27,Summer
11528422,,,,,,27,Summer
11656817,,,,,,27,Summer
11739117,,,,,,27,Summer
12113943,,,,,,27,Summer
12097108,,,,,,27,Summer
11934942,,,,,,27,Summer
11872036,,,,,,27,Summer
11446251,,,,,,27,Summer
11394675,,,,,,27,Summer
12055073,,,,,,27,Summer
11494776,,,,,,27,Summer
11775898,,,,,,27,Summer
11363190,,,,,,27,Summer
11535866,,,,,,27,Summer
11404045,,,,,,27,Summer
11711866,,,,,,27,Summer
11684011,,,,,,27,Summer
11716855,,,,,,27,Summer
11631026,,,,,,27,Summer
12148073,,,,,,27,Summer
11525400,,,,,,27,Summer
11281459,,,,,,27,Summer
11903162,,,,,,27,Summer
11614201,,,,,,27,Summer
11827646,,,,,,27,Summer
11364097,,,,,,27,Summer
11745678,,,,,,27,Summer
12008169,,,,,,27,Summer
11879213,,,,,,27,Summer
11704854,,,,,,27,Summer
11458467,,,,,,27,Summer
11639482,,,,,,27,Summer
11537767,,,,,,27,Summer
12094094,,,,,,27,Summer
11334996,,,,,,27,Summer
11673516,,,,,,27,Summer
11880878,,,,,,27,Summer
11640447,,,,,,27,Summer
11744758,,,,,,27,Summer
11817155,,,,,,27,Summer
11711681,,,,,,27,Summer
11648313,,,,,,27,Summer
11453719,,,,,,27,Summer
11590003,,,,,,27,Summer
11744328,,,,,,27,Summer
11804965,,,,,,27,Summer
12101108,,,,,,27,Summer
11459242,,,,,,27,Summer
11609988,,,,,,27,Summer
11838948,,,,,,27,Summer
12037262,,,,,,27,Summer
11855517,,,,,,27,Summer
11996800,,,,,,27,Summer
11579682,,,,,,27,Summer
11618596,,,,,,27,Summer
11859538,,,,,,27,Summer
11400383,,,,,,27,Summer
11974159,,,,,,27,Summer
11522050,,,,,,27,Summer
12130987,,,,,,27,Summer
11329489,,,,,,27,Summer
11832159,,,,,,27,Summer
12124071,,,,,,27,Summer
11835575,,,,,,27,Summer
11983019,,,,,,27,Summer
11500319,,,,,,27,Summer
11485227,,,,,,27,Summer
11981558,,,,,,27,Summer
12068841,,,,,,27,Summer
11929275,,,,,,27,Summer
11841060,,,,,,27,Summer
11944946,,,,,,27,Summer
11701090,,,,,,27,Summer
11284551,,,,,,27,Summer
11944814,,,,,,27,Summer
12128013,,,,,,27,Summer
11723052,,,,,,27,Summer
12038715,,,,,,27,Summer
11464608,,,,,,27,Summer
11484906,,,,,,27,Summer
11620162,,,,,,27,Summer
11292801,,,,,,27,Summer
11856034,,,,,,27,Summer
11426609,,,,,,27,Summer
11792086,,,,,,27,Summer
11997270,,,,,,27,Summer
11595129,,,,,,27,Summer
12031978,,,,,,27,Summer
11792870,,,,,,27,Summer
11914662,,,,,,27,Summer
11978336,,,,,,27,Summer
12125590,,,,,,27,Summer
11357047,,,,,,27,Summer
12030640,,,,,,27,Summer
11662049,,,,,,27,Summer
11553838,,,,,,27,Summer
11945610,,,,,,27,Summer
11622555,,,,,,27,Summer
11417756,,,,,,27,Summer
12083147,,,,,,27,Summer
11417743,,,,,,27,Summer
11793404,,,,,,27,Summer
11858994,,,,,,27,Summer
11929222,,,,,,27,Summer
11286482,,,,,,27,Summer
11284911,,,,,,27,Summer
11431766,,,,,,27,Summer
11976389,,,,,,27,Summer
11783552,,,,,,27,Summer
12127195,,,,,,27,Summer
11949548,,,,,,27,Summer
11505551,,,,,,27,Summer
11695410,,,,,,27,Summer
11832307,,,,,,27,Summer
11835150,,,,,,27,Summer
11915055,,,,,,27,Summer
11809085,,,,,,27,Summer
11491361,,,,,,27,Summer
11809840,,,,,,27,Summer
11810029,,,,,,27,Summer
11662192,,,,,,27,Summer
11794322,,,,,,27,Summer
11505448,,,,,,27,Summer
11617347,,,,,,27,Summer
11912596,,,,,,27,Summer
12125271,,,,,,27,Summer
11436071,,,,,,27,Summer
11360640,,,,,,27,Summer
12033854,,,,,,27,Summer
11466451,,,,,,27,Summer
12068183,,,,,,27,Summer
11417622,,,,,,27,Summer
11946258,,,,,,27,Summer
11314396,,,,,,27,Summer
11617178,,,,,,27,Summer
11860837,,,,,,27,Summer
11360748,,,,,,27,Summer
11457588,,,,,,27,Summer
11766644,,,,,,27,Summer
11722394,,,,,,27,Summer
12034412,,,,,,27,Summer
11950024,,,,,,27,Summer
12033961,,,,,,27,Summer
11783644,,,,,,27,Summer
11491222,,,,,,27,Summer
11554230,,,,,,27,Summer
11274136,,,,,,27,Summer
11490977,,,,,,27,Summer
11359847,,,,,,27,Summer
11375837,,,,,,27,Summer
11727576,,,,,,27,Summer
11623726,,,,,,27,Summer
11727545,,,,,,27,Summer
11950609,,,,,,27,Summer
11540345,,,,,,27,Summer
11644654,,,,,,28,Summer
11276111,,,,,,28,Summer
11722769,,,,,,28,Summer
12056783,,,,,,28,Summer
11703896,,,,,,28,Summer
11942797,,,,,,28,Summer
11707675,,,,,,28,Summer
11446086,,,,,,28,Summer
11426488,,,,,,28,Summer
11704635,,,,,,28,Summer
11775445,,,,,,28,Summer
11766692,,,,,,28,Summer
12114583,,,,,,28,Summer
11504045,,,,,,28,Summer
12077277,,,,,,28,Summer
11910264,,,,,,28,Summer
11454190,,,,,,28,Summer
11908257,,,,,,28,Summer
11994008,,,,,,28,Summer
11599560,,,,,,28,Summer
11725696,,,,,,28,Summer
11688634,,,,,,28,Summer
11786159,,,,,,28,Summer
11495347,,,,,,28,Summer
12084128,,,,,,28,Summer
11717708,,,,,,28,Summer
11435473,,,,,,28,Summer
11938813,,,,,,28,Summer
11558955,,,,,,28,Summer
11475012,,,,,,28,Summer
11786144,,,,,,28,Summer
11518579,,,,,,28,Summer
11411423,,,,,,28,Summer
11688575,,,,,,28,Summer
12088348,,,,,,28,Summer
11406878,,,,,,28,Summer
11560457,,,,,,28,Summer
11719588,,,,,,28,Summer
11881061,,,,,,28,Summer
11508794,,,,,,28,Summer
11913052,,,,,,28,Summer
11766048,,,,,,28,Summer
11382645,,,,,,28,Summer
11786021,,,,,,28,Summer
11684454,,,,,,28,Summer
11372924,,,,,,28,Summer
11426489,,,,,,28,Summer
12092864,,,,,,28,Summer
11672239,,,,,,28,Summer
12121547,,,,,,28,Summer
12029000,,,,,,28,Summer
11835679,,,,,,28,Summer
11696586,,,,,,28,Summer
11915317,,,,,,28,Summer
11874931,,,,,,28,Summer
11284139,,,,,,28,Summer
12088893,,,,,,28,Summer
11958213,,,,,,28,Summer
11754912,,,,,,28,Summer
11736096,,,,,,28,Summer
12138134,,,,,,28,Summer
11964050,,,,,,28,Summer
11781565,,,,,,28,Summer
11474960,,,,,,28,Summer
11870956,,,,,,28,Summer
11384412,,,,,,28,Summer
11883596,,,,,,28,Summer
11812854,,,,,,28,Summer
11668990,,,,,,28,Summer
11951448,,,,,,28,Summer
11797218,,,,,,28,Summer
11716957,,,,,,28,Summer
11280597,,,,,,28,Summer
11910787,,,,,,28,Summer
11584481,,,,,,28,Summer
11908211,,,,,,28,Summer
11984512,,,,,,28,Summer
11618205,,,,,,28,Summer
11398328,,,,,,28,Summer
11795153,,,,,,28,Summer
11605041,,,,,,28,Summer
11739670,,,,,,28,Summer
11663951,,,,,,28,Summer
11492688,,,,,,28,Summer
11288851,,,,,,28,Summer
11443464,,,,,,28,Summer
